age,job,marital,education,default,housing,loan,contact,campaign,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
39,services,divorced,high.school,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
52,housemaid,married,basic.9y,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
29,self-employed,single,university.degree,no,no,no,telephone,1,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,0
35,entrepreneur,married,university.degree,no,yes,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.855,5191,0
41,blue-collar,married,basic.4y,unknown,yes,no,telephone,3,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
27,admin.,single,professional.course,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
31,blue-collar,single,basic.4y,no,no,no,telephone,3,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
39,management,married,university.degree,no,no,yes,telephone,1,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
59,admin.,married,unknown,no,no,no,cellular,1,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
28,blue-collar,married,basic.9y,no,no,yes,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,blue-collar,single,basic.6y,unknown,yes,no,telephone,4,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
30,admin.,single,university.degree,no,no,no,cellular,6,success,-1.7,94.027,-38.3,0.898,4991.6,1
34,blue-collar,married,high.school,no,yes,no,telephone,2,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
48,admin.,divorced,university.degree,no,yes,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
29,services,single,university.degree,no,yes,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,technician,single,university.degree,no,yes,no,cellular,9,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
35,services,married,professional.course,unknown,yes,yes,telephone,2,nonexistent,1.1,93.994,-36.4,4.858,5191,0
35,admin.,single,university.degree,no,yes,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
56,retired,married,basic.4y,unknown,no,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
39,unemployed,married,university.degree,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.859,5191,0
45,blue-collar,married,high.school,no,no,no,telephone,4,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
53,self-employed,married,university.degree,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.864,5191,0
42,management,married,basic.6y,no,no,no,cellular,1,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
49,technician,married,basic.9y,unknown,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
51,technician,married,university.degree,unknown,yes,yes,cellular,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
43,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
53,housemaid,married,basic.6y,unknown,unknown,unknown,cellular,2,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
78,retired,divorced,basic.6y,no,no,no,cellular,2,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,1
33,technician,married,university.degree,no,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
42,blue-collar,married,basic.6y,no,no,yes,telephone,1,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
38,unemployed,married,professional.course,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
29,blue-collar,single,university.degree,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
31,admin.,married,university.degree,no,yes,no,cellular,3,nonexistent,-1.8,92.843,-50,1.556,5099.1,1
59,housemaid,married,basic.4y,no,yes,yes,cellular,1,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
53,self-employed,married,university.degree,no,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
42,admin.,single,high.school,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
33,admin.,married,high.school,no,no,no,telephone,3,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
41,blue-collar,married,basic.4y,no,yes,no,cellular,2,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
42,technician,married,professional.course,no,yes,no,cellular,1,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0
37,blue-collar,married,high.school,unknown,no,no,cellular,2,failure,-1.8,92.893,-46.2,1.313,5099.1,0
31,technician,married,high.school,no,no,no,cellular,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,self-employed,single,university.degree,no,no,no,cellular,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
56,technician,married,basic.4y,unknown,yes,yes,cellular,6,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
35,technician,married,university.degree,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
39,management,single,university.degree,unknown,no,no,cellular,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
18,student,single,unknown,no,yes,no,cellular,1,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1
50,unemployed,married,basic.9y,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.855,5191,0
37,admin.,divorced,high.school,no,yes,no,telephone,12,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
43,technician,married,professional.course,no,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.856,5191,0
25,services,single,high.school,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,self-employed,married,basic.4y,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
39,blue-collar,divorced,high.school,no,yes,yes,telephone,3,nonexistent,1.1,93.994,-36.4,4.856,5191,0
78,retired,married,basic.4y,no,yes,no,telephone,1,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,0
51,services,married,basic.6y,no,yes,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.86,5191,0
48,blue-collar,married,basic.6y,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
34,entrepreneur,married,basic.6y,no,yes,no,cellular,2,failure,-1.8,92.893,-46.2,1.266,5099.1,0
47,entrepreneur,married,university.degree,no,yes,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
32,blue-collar,married,basic.9y,no,no,yes,cellular,1,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
41,admin.,single,high.school,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
53,technician,divorced,high.school,no,no,no,cellular,1,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
51,entrepreneur,married,basic.9y,no,no,no,cellular,1,failure,-0.1,93.2,-42,4.153,5195.8,0
18,student,single,basic.9y,no,yes,no,cellular,1,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1
45,blue-collar,married,basic.4y,unknown,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
25,blue-collar,married,basic.9y,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.864,5191,1
36,blue-collar,married,basic.4y,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
36,blue-collar,married,professional.course,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
39,admin.,single,university.degree,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
34,admin.,married,university.degree,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
55,admin.,divorced,high.school,no,yes,no,cellular,1,failure,-0.1,93.2,-42,4.191,5195.8,0
30,blue-collar,divorced,basic.9y,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
58,retired,divorced,university.degree,no,yes,no,telephone,4,nonexistent,1.1,93.994,-36.4,4.858,5191,0
24,services,single,basic.9y,no,yes,no,telephone,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
43,technician,married,high.school,no,no,no,cellular,4,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
42,admin.,married,basic.9y,no,yes,yes,telephone,2,nonexistent,1.1,93.994,-36.4,4.856,5191,0
45,admin.,married,unknown,no,no,no,cellular,1,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0
27,technician,single,high.school,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
44,services,married,high.school,unknown,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
34,admin.,single,university.degree,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
53,technician,married,professional.course,no,no,no,cellular,5,failure,-1.8,92.893,-46.2,1.291,5099.1,0
28,admin.,divorced,high.school,no,no,yes,telephone,2,nonexistent,1.1,93.994,-36.4,4.86,5191,0
28,management,married,high.school,unknown,no,no,telephone,6,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
30,entrepreneur,single,basic.9y,no,yes,no,cellular,5,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
27,admin.,married,high.school,no,no,no,cellular,3,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
48,admin.,married,basic.6y,no,no,no,cellular,1,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0
41,entrepreneur,married,basic.9y,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.86,5191,0
43,technician,married,high.school,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
56,retired,married,basic.4y,unknown,no,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
50,services,single,high.school,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
25,blue-collar,married,basic.4y,no,no,yes,telephone,2,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1
28,admin.,single,university.degree,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
37,management,married,university.degree,no,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
44,blue-collar,married,basic.4y,no,no,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
45,services,married,high.school,unknown,yes,no,cellular,7,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
38,admin.,single,university.degree,unknown,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1
31,admin.,single,university.degree,no,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.859,5191,0
29,admin.,single,university.degree,no,no,no,cellular,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
29,services,single,professional.course,no,yes,no,telephone,2,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,0
37,unemployed,married,university.degree,unknown,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.86,5191,0
36,entrepreneur,single,university.degree,no,yes,no,cellular,2,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
53,admin.,married,university.degree,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
41,blue-collar,divorced,basic.4y,no,no,no,cellular,5,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1
28,admin.,single,university.degree,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
49,technician,married,professional.course,unknown,yes,yes,cellular,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
43,technician,single,professional.course,no,no,no,telephone,1,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,0
38,admin.,married,university.degree,no,no,yes,telephone,3,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,0
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,unemployed,single,university.degree,no,no,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
57,entrepreneur,married,high.school,unknown,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.855,5191,0
36,self-employed,single,university.degree,no,no,no,cellular,1,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
31,management,married,university.degree,no,no,no,cellular,1,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
44,admin.,married,university.degree,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.859,5191,0
41,admin.,married,university.degree,no,yes,no,cellular,1,failure,-2.9,92.469,-33.6,1.029,5076.2,0
26,admin.,single,university.degree,no,unknown,unknown,cellular,2,success,-2.9,92.963,-40.8,1.262,5076.2,1
46,blue-collar,married,basic.6y,unknown,yes,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29,blue-collar,divorced,unknown,unknown,no,no,cellular,4,failure,-1.8,92.893,-46.2,1.25,5099.1,0
41,self-employed,married,basic.9y,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
51,entrepreneur,married,professional.course,unknown,no,no,cellular,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
49,technician,married,basic.9y,unknown,yes,no,cellular,17,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
55,blue-collar,married,basic.4y,unknown,yes,yes,telephone,2,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
30,admin.,married,university.degree,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.259,5099.1,0
34,blue-collar,married,high.school,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1
28,admin.,married,high.school,no,no,yes,telephone,18,nonexistent,1.1,93.994,-36.4,4.864,5191,0
58,admin.,married,high.school,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
43,blue-collar,married,basic.6y,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
32,technician,married,professional.course,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
36,blue-collar,married,basic.4y,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.859,5191,0
60,blue-collar,divorced,basic.4y,unknown,no,no,cellular,3,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
42,services,married,professional.course,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
39,blue-collar,divorced,basic.9y,unknown,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.856,5191,0
57,housemaid,married,university.degree,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33,unemployed,single,university.degree,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,admin.,married,university.degree,no,no,no,telephone,5,nonexistent,1.1,93.994,-36.4,4.856,5191,0
26,unemployed,single,high.school,no,yes,no,telephone,1,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,0
32,technician,married,university.degree,no,no,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
32,admin.,married,university.degree,no,yes,yes,cellular,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
43,self-employed,married,basic.9y,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
62,retired,married,basic.4y,no,no,no,cellular,1,failure,-1.7,94.027,-38.3,0.898,4991.6,1
40,blue-collar,married,basic.4y,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.859,5191,0
40,admin.,divorced,basic.9y,no,no,no,cellular,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
35,technician,single,university.degree,no,no,no,cellular,4,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
36,admin.,married,university.degree,no,yes,yes,cellular,2,failure,-2.9,92.201,-31.4,0.873,5076.2,0
28,student,married,university.degree,unknown,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
36,admin.,married,university.degree,no,yes,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
41,technician,single,professional.course,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
36,technician,divorced,professional.course,no,yes,yes,cellular,4,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
32,technician,single,university.degree,no,no,no,cellular,4,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
55,housemaid,married,unknown,no,no,no,cellular,1,failure,-2.9,92.963,-40.8,1.268,5076.2,0
37,admin.,married,university.degree,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
37,blue-collar,married,basic.4y,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
59,retired,married,basic.4y,no,no,no,cellular,5,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
33,admin.,married,university.degree,no,yes,yes,cellular,7,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
42,admin.,single,basic.9y,unknown,no,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.858,5191,0
34,technician,married,professional.course,no,yes,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
27,blue-collar,married,basic.4y,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
48,services,married,basic.6y,no,no,no,cellular,2,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1
38,admin.,married,high.school,no,yes,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
41,blue-collar,married,basic.6y,unknown,no,no,cellular,4,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
42,admin.,divorced,university.degree,no,yes,no,cellular,3,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
32,admin.,single,university.degree,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
45,housemaid,divorced,basic.4y,unknown,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
42,housemaid,married,high.school,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
43,management,married,university.degree,no,yes,no,cellular,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0
45,admin.,single,high.school,unknown,yes,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.858,5191,0
38,management,married,basic.9y,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.855,5191,1
40,blue-collar,married,professional.course,no,no,no,cellular,5,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
48,admin.,divorced,university.degree,no,no,no,cellular,1,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1
28,admin.,single,high.school,no,yes,no,cellular,2,nonexistent,-1.8,92.843,-50,1.538,5099.1,0
39,admin.,single,high.school,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
36,admin.,married,university.degree,no,yes,yes,cellular,1,failure,-3.4,92.431,-26.9,0.743,5017.5,1
48,admin.,divorced,high.school,no,no,yes,telephone,5,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
42,services,divorced,high.school,unknown,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
36,self-employed,divorced,university.degree,no,yes,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
37,admin.,married,unknown,no,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.857,5191,0
48,admin.,married,university.degree,no,yes,yes,cellular,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
48,housemaid,married,basic.9y,no,yes,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
43,blue-collar,married,basic.9y,no,no,no,telephone,3,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
31,unemployed,single,university.degree,no,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
33,entrepreneur,married,basic.6y,no,no,no,cellular,2,failure,-0.1,93.2,-42,4.12,5195.8,0
38,blue-collar,divorced,unknown,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
43,entrepreneur,married,university.degree,unknown,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
56,admin.,married,high.school,unknown,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
61,management,married,university.degree,no,no,no,cellular,1,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0
42,technician,married,professional.course,no,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
34,services,divorced,professional.course,unknown,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
37,blue-collar,divorced,basic.9y,no,yes,no,telephone,4,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
52,technician,married,high.school,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
48,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
31,services,married,high.school,no,unknown,unknown,cellular,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
34,admin.,single,university.degree,no,yes,no,cellular,2,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,0
30,admin.,married,basic.9y,no,yes,no,cellular,2,failure,-2.9,92.963,-40.8,1.26,5076.2,0
37,entrepreneur,single,university.degree,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,services,single,high.school,no,no,no,cellular,6,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
42,admin.,divorced,university.degree,no,yes,no,telephone,2,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
47,services,married,high.school,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
35,admin.,married,professional.course,no,no,yes,cellular,1,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
46,blue-collar,married,basic.9y,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,blue-collar,married,basic.9y,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1
51,entrepreneur,single,basic.9y,no,yes,no,cellular,3,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1
26,admin.,single,high.school,no,no,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1
40,blue-collar,married,basic.4y,no,no,no,telephone,7,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
51,admin.,married,university.degree,no,yes,no,cellular,7,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
58,technician,married,high.school,unknown,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
39,technician,married,professional.course,no,yes,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
30,technician,married,professional.course,no,yes,no,cellular,1,failure,-3.4,92.431,-26.9,0.737,5017.5,0
55,admin.,married,university.degree,unknown,no,yes,cellular,2,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
43,admin.,married,high.school,no,no,no,cellular,4,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1
35,technician,married,university.degree,no,yes,no,telephone,2,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0
32,blue-collar,married,professional.course,unknown,yes,no,cellular,2,failure,-1.8,93.075,-47.1,1.365,5099.1,0
37,management,married,unknown,no,yes,no,cellular,2,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
26,blue-collar,married,high.school,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
34,admin.,single,high.school,no,yes,no,cellular,2,failure,-3.4,92.649,-30.1,0.722,5017.5,0
43,blue-collar,married,high.school,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
46,services,married,basic.9y,no,yes,no,cellular,9,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
35,admin.,married,university.degree,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.12,5195.8,1
50,blue-collar,married,basic.6y,no,yes,no,telephone,4,success,-1.8,92.893,-46.2,1.354,5099.1,1
53,management,married,university.degree,no,no,no,cellular,2,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
27,admin.,married,professional.course,no,yes,no,cellular,3,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
55,housemaid,married,basic.4y,no,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,0
30,management,single,university.degree,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
59,unknown,married,unknown,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
39,blue-collar,married,basic.4y,no,no,no,cellular,3,failure,-1.8,92.893,-46.2,1.327,5099.1,0
30,student,single,high.school,no,no,no,cellular,3,failure,-1.7,94.027,-38.3,0.899,4991.6,1
42,self-employed,married,professional.course,no,yes,no,telephone,4,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
36,blue-collar,divorced,basic.9y,no,yes,no,cellular,1,success,-1.8,92.893,-46.2,1.299,5099.1,0
60,admin.,married,high.school,no,unknown,unknown,cellular,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
52,admin.,single,high.school,no,no,no,cellular,3,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
46,housemaid,married,high.school,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
31,unemployed,married,university.degree,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
46,admin.,married,high.school,no,yes,no,cellular,5,failure,-1.8,93.749,-34.6,0.645,5008.7,0
35,technician,married,professional.course,no,yes,yes,cellular,3,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
55,technician,married,professional.course,no,yes,no,cellular,3,failure,-1.8,93.075,-47.1,1.466,5099.1,0
31,blue-collar,married,basic.6y,no,no,no,telephone,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
39,self-employed,married,university.degree,no,no,yes,telephone,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
40,self-employed,married,professional.course,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
45,technician,divorced,high.school,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
57,blue-collar,married,basic.4y,unknown,yes,no,telephone,5,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
54,housemaid,married,basic.4y,unknown,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
39,unemployed,married,professional.course,no,no,yes,telephone,2,nonexistent,1.1,93.994,-36.4,4.856,5191,0
25,blue-collar,married,basic.9y,no,yes,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
26,unemployed,married,high.school,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.858,5191,0
39,management,married,university.degree,no,yes,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
37,admin.,married,high.school,unknown,yes,no,cellular,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
44,management,married,high.school,unknown,no,no,telephone,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33,self-employed,single,university.degree,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.86,5191,0
38,admin.,married,high.school,no,no,no,cellular,5,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
29,admin.,married,university.degree,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
53,admin.,married,university.degree,no,yes,yes,telephone,1,success,-3,92.713,-33,0.706,5023.5,1
29,blue-collar,married,high.school,no,yes,yes,cellular,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
